"brewery_name","brewery_id","beers","beers_id","n_beers","mean_overall","mean_aroma","mean_appearance","mean_palate","mean_taste","n_reviews"
"Laht Neppur Brewing Company",15504,"[""Oatmeal Porter"",""Scottish Ale"",""India Pale Ale"",""Winter Warmer"",""Cream Stout"",""Pale Ale""]","[""38649"",""49420"",""59629"",""65158"",""38656"",""38644""]",6,3.15,3.1,3.45,3.1,3.1,10
"Lake Louie Brewery Company",793,"[""Milk Stout"",""Mr. Mephisto's Imperial Stout"",""Kiss The Lips IPA"",""Lake Louie Warped Speed Scotch Ale"",""Louie's Reserve Scotch Ale"",""Arena Premium Pale Ale"",""Lake Louie Tommys Porter"",""Dino's Dark"",""Brother Tim's Triple"",""Belgian Prairie Moon Farmhouse Ale"",""Coon Rock Cream Ale"",""Mosquito Beach""]","[""7801"",""27947"",""32932"",""5059"",""9877"",""6202"",""4404"",""17367"",""11898"",""5600"",""8511"",""68901""]",12,3.97255689424364,3.82730923694779,3.89558232931727,3.86680053547523,3.89156626506024,747
"Lake Placid Craft Brewing Company",1888,"[""Ubu Ale"",""Honey Rye"",""Lake Placid India Pale Ale"",""Barkeater Amber Ale"",""Cascade Pale Ale"",""Imperial IPA"",""American Amber Ale"",""46'er Pale Ale"",""Winter Lager"",""Belgian Pale Ale"",""Lake Placid Hefeweizen"",""Moose Island Ale"",""Fest"",""Vanilla Porter"",""Pumpkin Ale""]","[""6751"",""58710"",""41784"",""11279"",""25222"",""55295"",""49366"",""6752"",""64328"",""64143"",""11786"",""11278"",""74303"",""64142"",""54200""]",15,3.79139072847682,3.58360927152318,3.81953642384106,3.70529801324503,3.73675496688742,604
"Lake Superior Brewing Company",750,"[""Old Man Winter Warmer"",""Sir Duluth Oatmeal Stout"",""Special Ale"",""Oktoberfest"",""St. Louis Bay IPA"",""Seven Bridges Brown Ale"",""Kayak Kölsch"",""Split Rock Bock"",""Mesabi Red""]","[""2262"",""2941"",""5656"",""33175"",""10855"",""17378"",""2937"",""8814"",""3925""]",9,3.76093294460641,3.6530612244898,3.6530612244898,3.60932944606414,3.61224489795918,343
"Lakefront Brewery, Inc.",741,"[""Bridge Burner Special Reserve Ale"",""Cattail Ale"",""IPA"",""Klisch Pilsner Beer"",""Riverwest Stein Beer"",""Big Easy Imperial Maibock"",""Organic ESB"",""Art Kumbalek's Focktoberfest"",""Beer Line"",""Bock Beer"",""IBA"",""Fuel Cafe (Coffee Flavored Stout)"",""Fixed Gear"",""Cream City Pale Ale"",""True Evel"",""Oktoberfest Lager Beer"",""White Beer"",""Rendezvous"",""Titanic Pilsner"",""Local Acre Lager"",""Eastside Dark"",""Rosie"",""Anniversary Ale"",""Dan Brewed A Baltic Porter"",""Wheat Monkey"",""New Grist Sorghum Beer"",""Snake Chaser"",""Holiday Spice Lager Beer"",""Cherry Lager"",""Local Acre Lager Wisconsin Wet Hop"",""Pumpkin Lager Beer""]","[""43412"",""9386"",""40416"",""2221"",""2219"",""3352"",""2843"",""35343"",""3048"",""3479"",""65076"",""2870"",""56386"",""2222"",""59735"",""5758"",""3458"",""11991"",""45869"",""54539"",""2220"",""51293"",""40687"",""75429"",""50649"",""26368"",""15884"",""3542"",""8639"",""62867"",""6412""]",31,3.54784454604833,3.48383409536251,3.63569562377531,3.49199869366427,3.47958850424559,3062
"Lakeport Brewing Company",457,"[""Lakeport Honey Lager"",""Brava Cerveza"",""Lakeport Pilsener"",""Mongoose Malt Liquor"",""Lakeport Ice"",""Steeler Lager"",""Lakeport Strong"",""Lakeport Ale"",""Lakeport Wee Willy Dark Scottish Style"",""Lakeport Red""]","[""5662"",""6166"",""7221"",""8201"",""1377"",""2549"",""1347"",""41200"",""11595"",""11851""]",10,2.87762237762238,2.52097902097902,2.94755244755245,2.67832167832168,2.61538461538462,143
"Lancaster Brewing Company",743,"[""Amish Four Grain Pale Ale"",""Milk Stout"",""Double Chocolate Milk Stout"",""Oktoberfest"",""Boss Hog"",""Winter Warmer"",""Celtic Rose"",""Spring Bock"",""Hefeweizen"",""Hop Hog India Pale Ale"",""Litening Lager"",""Rare Rooster Summer Rye"",""Lancaster Kölsch"",""Trippel"",""Vanilla Milk Stout"",""Amber Lager"",""Baltic Porter"",""Shoo-Fly Porter"",""Strawberry Wheat Beer"",""Dunkel Weizen"",""Country Cream Ale"",""Porter"",""Gold Star Pilsner"",""Brown Ale"",""Rumspringa Golden Bock"",""Red Rose Amber"",""Franklinfest"",""Lancastrator Doppelbock""]","[""7427"",""3960"",""62338"",""13824"",""54715"",""14053"",""35764"",""16541"",""12496"",""21324"",""7866"",""36684"",""59238"",""45917"",""30519"",""63764"",""16542"",""47637"",""7932"",""34478"",""51042"",""10363"",""9092"",""24552"",""58888"",""7867"",""27936"",""16540""]",28,3.71691176470588,3.57579185520362,3.74264705882353,3.61425339366516,3.62924208144796,1768
"Landmark Beer Company",13986,"[""Sunrise Amber"",""Imperial Brown Ale"",""Colonel Hops Red Ale"",""Vanilla Bean Brown Ale"",""Landmark IPA""]","[""44171"",""64907"",""30820"",""30821"",""37307""]",5,3.53378378378378,3.55405405405405,3.79054054054054,3.56081081081081,3.51351351351351,74
"Lang Creek Brewery",1494,"[""Mandarin Hefeweizen"",""Huckleberry N' Honey Ale"",""Tri-Motor Amber"",""IPA"",""Glacier Pilot Winter Warmer"",""Sky Diver Blonde"",""Cherry Porter""]","[""35466"",""18292"",""4103"",""23011"",""25189"",""4046"",""42927""]",7,3.3203125,3.2890625,3.46875,3.265625,3.234375,64
"Latrobe Brewing Co.",174,"[""Rolling Rock Extra Pale"",""Rock Green Light"",""Rolling Rock Red"",""Rock Light"",""Loyalhanna Pennsylvania Lager""]","[""567"",""13770"",""42176"",""41822"",""11749""]",5,2.9796511627907,2.36627906976744,2.59476744186047,2.62325581395349,2.55,860
"Laughing Dog Brewing",12985,"[""Laughing Dog India Pale Ale"",""Devil Dog"",""The Dogfather (Bourbon Barrel Aged)"",""Laughing Dog Pale Ale"",""Laughing Dog CSB"",""Laughing Dog Sweet Stout"",""Laughing Dog Huckleberry Ale"",""The Dogfather"",""Cold Nose Winter Ale"",""Alpha Dog Imperial IPA"",""DogZilla Black IPA"",""Laughing Dog Rocket Dog Rye IPA"",""Sneaky Pete Imperial IPA"",""Laughing Dog Cream Ale""]","[""27978"",""35923"",""54926"",""27814"",""35407"",""28394"",""31875"",""45777"",""39532"",""47941"",""44085"",""60305"",""67606"",""31561""]",14,3.63917525773196,3.71292624900872,3.99603489294211,3.69072164948454,3.6558287073751,1261
"Laurelwood Pizza Co. (CLOSED)",3451,"[""Mother Lode Golden Ale"",""Organic Tree Hugger Porter"",""Vinter Varmer"",""Polska Imperial Porter"",""Chocolate Porter"",""Olde Reliable"",""Green Mammoth Organic Imperial IPA"",""Deranger Imperial Red"",""Workhorse IPA"",""Space Stout"",""Boss I.P.A."",""Free Range Red"",""Organic Hefeweizen"",""Piston Pale Ale"",""Organic Green Elephant""]","[""10796"",""10803"",""21892"",""27389"",""35315"",""34058"",""43597"",""32259"",""31685"",""10801"",""10799"",""10800"",""53526"",""10797"",""13342""]",15,4.00507614213198,3.89847715736041,3.9492385786802,3.80964467005076,4.01015228426396,197
"Laurelwood Public House & Brewery",16289,"[""Hop Monkey IPA"",""Gearhead IPA"",""Hooligan Brown Ale"",""Stingy Jack Pumpkin Ale"",""Bohemian Pilsner"",""Organic Portland Roast Espresso Stout"",""Moose & Squirrel Russian Imperial Stout"",""Organic Free Range Red"",""Framboise"",""Altbier"",""Heart Of Darkness"",""Imperial Workhorse Double India Pale Ale"",""Workhorse IPA"",""Copper Ale"",""Xtra Pale Ale"",""Cardinal Sin"",""Prevale IPA"",""Wry Pale Ale"",""Big O Organic Pale Ale"",""The Audacity Of Hops"",""Green Mammoth Organic Imperial IPA"",""Arctic Apocalypse"",""Auld Battle Axe""]","[""47419"",""73033"",""43404"",""62620"",""52088"",""48035"",""40732"",""66177"",""63769"",""74038"",""76582"",""67468"",""41872"",""54798"",""43405"",""75455"",""52469"",""50835"",""67400"",""47417"",""64424"",""47420"",""54480""]",23,3.9935691318328,3.93890675241158,3.95016077170418,3.83922829581994,3.95980707395498,311
"Lavery Brewing Company",23635,"[""Belfast Black"",""Liopard Oir"",""Stingy Jack Pumpkin Ale"",""Lavery Imperial Red Ale"",""Devil Bird (2011)""]","[""66233"",""70382"",""63068"",""62239"",""64729""]",5,3.92857142857143,3.82142857142857,4.10714285714286,3.91071428571429,3.96428571428571,28
"Lawson's Finest Liquids",17980,"[""Equinox Extra XPA"",""Acer Quercus - The Bruery / Lawson's Finest Liquids Collaboration"",""Double Sunshine IPA"",""Honey I Love You Ale"",""Hopzilla"",""Gonzie"",""Knockout Blonde"",""Chinooker'd IPA"",""Weiss-K"",""BIG HAPI India Black Ale"",""Liquid Sunshine Ale"",""Starkbier!"",""Sugarhouse IPA"",""Fayston Maple Imperial Stout"",""292 Ale"",""Permagrin Rye Pale Ale"",""Vermont Black Ale"",""Paradise Ale"",""Session In The Rye"",""Vermont Maple Sunrise Ale"",""Bourbon Barrel Aged Fayston Maple Imperial Stout"",""Maple Barrel Aged Fayston Maple Imperial Stout"",""Triple Play IPA"",""Maple Nipple"",""Maple Tripple Ale"",""Oaked Fayston Maple Imperial Stout"",""Red Spruce Bitter"",""Papelblonde Ale""]","[""62714"",""68900"",""64545"",""56612"",""49300"",""72270"",""54052"",""43982"",""43984"",""47767"",""68126"",""54426"",""67535"",""47763"",""47766"",""54050"",""68573"",""56771"",""60258"",""69687"",""60118"",""64567"",""66297"",""47762"",""43978"",""54051"",""47764"",""43983""]",28,4.13020833333333,4.109375,4.17795138888889,4.09114583333333,4.11371527777778,576
"Lazy Boy Brewing",14577,"[""Lazy Boy Porter"",""Lazy Boy IPA"",""Mistletoe Bliss"",""Belgian Style Golden Ale"",""Pale Ale""]","[""38613"",""32663"",""40096"",""40313"",""60619""]",5,3.57720588235294,3.52941176470588,3.79411764705882,3.48529411764706,3.53308823529412,136
"Lazy Magnolia Brewing Company",10990,"[""Southern Pecan"",""Indian Summer"",""AmberJaque"",""Ginger Jaque"",""Gulf Porter"",""Blue Heron"",""Jefferson Stout"",""Deep South Pale Ale (Reb Ale)"",""Harvest Moon""]","[""22343"",""38927"",""22342"",""76138"",""22344"",""22341"",""22345"",""33585"",""22346""]",9,3.84751203852327,3.54735152487961,3.62118780096308,3.56982343499197,3.70144462279294,623
"Le Bilboquet, Brasseur Artisan",3722,"[""Le Bilboquet L'Archange"",""L'Affriolante"",""Colonel Cornwallis"",""MacKroken Flower Grande Réserve (Vieillie 4 Mois - Fût De Chêne)"",""MacKroken Flower"",""La Corriveau""]","[""46837"",""54656"",""54560"",""62901"",""49197"",""14824""]",6,3.70642201834862,3.74311926605505,3.84403669724771,3.61467889908257,3.71559633027523,109
"Le Cheval Blanc",1144,"[""Blanche"",""Le Cheval Coup De Grisou"",""Blonde"",""Snoreau"",""Warrior IPA"",""Titanic"",""Marzen"",""Loch Ness"",""Schwarzbier"",""Imperial Stout"",""Nugget IPA"",""Noire"",""Cream Ale"",""Ambree"",""Dunkelweizen"",""Pale Ale"",""Triple Bock"",""Saison"",""Extra Special Bitter""]","[""18268"",""6818"",""57216"",""15387"",""57224"",""8385"",""18269"",""12497"",""57323"",""16378"",""57226"",""9761"",""57225"",""9764"",""56162"",""18270"",""64387"",""18475"",""22035""]",19,3.67763157894737,3.63157894736842,3.67105263157895,3.61842105263158,3.60526315789474,76
"Le Grimoire",11528,"[""La Vie De Château"",""Vitale"",""Infernale"",""Noire Soeur"",""Malt Aimée"",""Goliath"",""Grimousse""]","[""41468"",""34400"",""41324"",""24134"",""24159"",""47209"",""38183""]",7,2.75,2.75,3.3,2.7,2.8,40
"Le Saint-Bock Brasserie Artisanale Inc.",15732,"[""Centurion"",""La Vierge"",""Enigma"",""Malédiction"",""R.I.P."",""Redemption""]","[""55526"",""44971"",""55784"",""42786"",""54577"",""71170""]",6,3.875,4.16071428571429,4.25,4.03571428571429,4.07142857142857,28
"Le Trou Du Diable",13605,"[""La Buteuse  (500-mL Only)"",""V"",""La Sang-d'encre"",""La Grivoise De Noel"",""La Buteuse Brassin Spécial  (750-mL Barrel Aged)"",""La Morsure"",""L'Imperatrice"",""Dulcis Succubus"",""La Chose""]","[""35525"",""66222"",""29759"",""54873"",""51448"",""37084"",""56652"",""66500"",""51888""]",9,3.84913793103448,4.01724137931035,4.05603448275862,3.81034482758621,3.93965517241379,116
"Left Coast Brewing Company",10046,"[""Asylum"",""Ale Epeteios"",""Trestles"",""Left Coast IPA"",""Left Coast Una Mas Amber Lager"",""Left Coast's Scottish Ale"",""Left Coast Hop Juice"",""Resurrection"",""Left Coast Black Magic Stout"",""Torrey Pines IPA"",""Left Coast The Wedge"",""Board Walk"",""Voo Doo"",""Left Coast Pale Ale""]","[""47726"",""63779"",""66555"",""19448"",""18541"",""44011"",""38515"",""53179"",""38941"",""43450"",""64473"",""71782"",""65241"",""19447""]",14,3.48473282442748,3.65139949109415,3.86895674300254,3.52798982188295,3.4910941475827,393
"Left Hand Brewing Company",418,"[""Tabernash Pilsner"",""Left Hand Milk Stout"",""XXXmas Ale"",""Tabernash Weiss Beer"",""Tabernash Dunkel Weiss"",""Black Jack Porter"",""Sawtooth Ale"",""Fade To Black Volume 1 - Foreign Export Stout"",""Jackman's American Pale Ale"",""Smoked Goosinator Doppelbock"",""Haystack Wheat"",""Fade To Black Volume 3 - Pepper Porter"",""Good Juju (Ginger Ale)"",""Polestar Pilsner"",""Chainsaw Ale"",""Widdershins"",""Tabernash Oktoberfest"",""Fade To Black Volume 2 - Smoked Baltic Porter"",""Twin Sisters Double IPA"",""Left Hand Imperial Stout"",""Week Sauce Coffee Porter"",""Warrior IPA"",""Left Hand Junior Black Belt Mild Ale"",""Smoke Jumper Smoked Imperial Porter"",""Wake Up Dead"",""Deep Cover Brown Ale"",""Stranger"",""Bourbon Barrel Aged Imperial Stout"",""Terra-Rye'ZD Black Rye Lager"",""Barrel-Aged Wake Up Dead"",""Midnight Project #3 Oxymoron"",""Left Hand Oktoberfest"",""Chocolate Starfish"",""St. Vrain Tripel"",""400 Pound Monkey"",""Oak Aged Widdershins (Brandy Barrel)"",""Biere De Garde"",""Left Hand Milk Stout Nitro (Bottle)"",""Bard's Ale"",""Snowbound Winter Ale"",""Left Hand Rye Bock Lager"",""Oak Aged Imperial Stout (Brandy Barrel)"",""Tabernash Rye Bock"",""Goosinator"",""TNT"",""Oak Aged Imperial Stout"",""Tabernash Kristall Weiss"",""Oak Aged Widdershins""]","[""1563"",""3434"",""7782"",""1217"",""1526"",""1251"",""1543"",""54076"",""1675"",""37990"",""25645"",""73544"",""1876"",""24651"",""28814"",""12846"",""1511"",""63544"",""30625"",""2654"",""69323"",""9182"",""65036"",""34363"",""68680"",""1516"",""66154"",""49678"",""45345"",""60688"",""61369"",""32410"",""52842"",""33234"",""44706"",""48606"",""74588"",""75205"",""73391"",""33933"",""35728"",""49090"",""16030"",""27702"",""67253"",""15915"",""6862"",""40925""]",48,3.78714026445424,3.69937775473166,3.79589058854032,3.72485092040446,3.77028778843661,7714
"Lefty's Brewing Company",22349,"[""Coffee Porter"",""IPA"",""Chocolate Oatmeal Stout"",""Pale Ale"",""English-Style Porter""]","[""57563"",""61964"",""61407"",""61697"",""61102""]",5,3.35416666666667,3.16666666666667,3.52083333333333,3.27083333333333,3.22916666666667,24
"Legacy Brewing Co.",7773,"[""Hoptimus Prime"",""Euphoria"",""Nor Easter"",""Midnight Wit"",""Fat Boy"",""Hedonism Ale"",""Kriek"",""Dear Abbey Dubbel"",""Reading Pils"",""Heavy Handed Hops"",""Legacy Pale Ale"",""Brown Aled Girl"",""Fantasy""]","[""31941"",""16906"",""15439"",""29016"",""43787"",""22502"",""39466"",""43859"",""23987"",""22407"",""16654"",""32815"",""34924""]",13,3.8486529318542,3.78526148969889,3.8851030110935,3.77179080824089,3.80665610142631,631
"Legend Brewing Co.",486,"[""Brown Ale"",""Stout"",""Dunkelweizen"",""Pale Ale"",""Golden IPA"",""Legend Lager"",""Oktoberfest"",""Doppelbock"",""Belgian Single"",""Rye"",""Belgian Pale Ale"",""White Ale"",""Chocolate Porter"",""Tripel"",""Quad"",""Barleywine 2010"",""King James Ale"",""Winter Warmer"",""Barleywine 2006"",""Pilsner"",""Imperial Stout"",""Barleywine 2007"",""ESB"",""Smoked Chocolate Stout"",""Hefeweizen"",""Maibock"",""Barleywine 2008"",""Imperial Brown Ale"",""Barleywine 2005"",""Hopfest"",""Bourbon Barrel Porter"",""Imperial IPA"",""Barleywine 2009"",""Porter"",""Golden Ale"",""Eisbock""]","[""1647"",""22400"",""23673"",""4831"",""4830"",""7755"",""13093"",""13396"",""25247"",""14333"",""48951"",""17809"",""10408"",""3972"",""71481"",""63709"",""36576"",""41085"",""28254"",""10407"",""27280"",""34890"",""34551"",""67501"",""13397"",""23301"",""46048"",""24362"",""22891"",""8278"",""40475"",""21763"",""54369"",""12382"",""38042"",""38971""]",36,3.83028571428571,3.71542857142857,3.88914285714286,3.72171428571429,3.76914285714286,875
"Leopold Bros. Brewery of Ann Arbor",2979,"[""Leopold Bros. Oktoberfest"",""Leopold Bros. Hefeweizen"",""Leopold Bros. Porter"",""Leopold Bros. Red Lager"",""Leopold Bros. Pale Ale"",""Leopold Bros. Pilsner""]","[""7205"",""9270"",""12771"",""7499"",""14326"",""9196""]",6,3.36111111111111,3.30555555555556,3.48611111111111,3.40277777777778,3.38888888888889,36
"Les 3 Brasseurs Vieux-Montréal",14331,"[""Ambrée"",""Bière De Mars"",""Blonde"",""Blanche"",""Brune""]","[""46974"",""48613"",""38481"",""46971"",""46972""]",5,3.83333333333333,3.4,3.76666666666667,3.5,3.63333333333333,15
"Les Brasseurs de Gayant",813,"[""Goudale"",""Saint Landelin Spéciale Noël"",""Amadeus Biere Blanche"",""Saint Landelin La Divine"",""Bière Du Désert"",""Bière Du Démon"",""Saint Landelin Mythique"",""Saint Landelin Blonde""]","[""7451"",""13165"",""8384"",""38903"",""7191"",""2525"",""46515"",""13164""]",8,3.49700598802395,3.40568862275449,3.64670658682635,3.38023952095808,3.41167664670659,334
"Les Trois Mousquetaires",11056,"[""Impériale Weizen"",""Cardinal De Richelieu"",""Rousse"",""Série Signature Rauchbier"",""Aramis"",""Oktoberfest"",""Milady"",""Alt Secrete"",""Serie Signature Maibock"",""Série Signature Festbier"",""Serie Signature - Americaine Pale Ale"",""Les Trois Mousquetaires Porter Baltique"",""Série Signature Kellerbier"",""Weizenbock Grande Cuvée"",""Marché Joannette Rauchweizen"",""Impériale Weizen Grande Cuvée"",""Blanche"",""Série Signature Oktoberfest Rousse 2008"",""Série Signature Sticke Alt"",""Série Signature Oktoberfest"",""Noire"",""Weizen Bock"",""La Folle Du Roi"",""Blonde"",""Doppelbock Grande Cuvée Printemps"",""American Pale Ale"",""D'Artangnan"",""Série Siganture - Porthos""]","[""32440"",""38956"",""44502"",""47226"",""24314"",""22640"",""24112"",""38350"",""52044"",""63969"",""54537"",""46644"",""51541"",""44939"",""38939"",""52336"",""44287"",""46623"",""56209"",""54254"",""44160"",""34715"",""25964"",""44371"",""50044"",""40233"",""27298"",""39835""]",28,3.85215946843854,3.8563122923588,3.93853820598007,3.84468438538206,3.8812292358804,602
"Liberty Steakhouse & Brewery",4928,"[""Miss Liberty Lager"",""Dry Irish Stout"",""Unfiltered Wheat"",""Raspberry Wheat"",""White Ale"",""Rocket's Red Ale"",""Nut Brown Ale"",""Oatmeal Stout"",""Double IPA"",""Clyde's Pale Ale"",""IPA"",""Amber Waves"",""Golden Ale""]","[""16759"",""16762"",""16760"",""25272"",""25271"",""31933"",""17374"",""42472"",""37782"",""42473"",""16761"",""25841"",""25842""]",13,3.31578947368421,3.00877192982456,3.2719298245614,3.21052631578947,3.12280701754386,57
"Liberty Steakhouse Brewery",4929,"[""Chocolate Porter"",""Liberator Doppelbock"",""Espresso Porter"",""Vanilla Stout"",""Blonde Bombshell"",""Blackberry Wheat"",""Barleywine"",""American Pale Ale"",""Nut Brown Ale"",""Wee Heavy"",""Octoberfest"",""Vienna Style Lager"",""Rocket's Red Ale"",""Miss Liberty Lager"",""IPA"",""Pumpkinhead Ale"",""Espresso Stout"",""Winterfest"",""Oatmeal Stout"",""India Pale Ale"",""Golden Ale"",""Raspberry Wheat"",""White Ale"",""Clyde's Pale Ale"",""Amber Waves"",""Unfiltered Wheat""]","[""68296"",""41234"",""57733"",""41260"",""52080"",""30992"",""33340"",""25710"",""25711"",""47873"",""26307"",""30651"",""18820"",""18819"",""18822"",""45941"",""40611"",""27453"",""25393"",""12509"",""10508"",""10506"",""12508"",""10513"",""10504"",""13306"",""10511"",""10512"",""10510"",""10505""]",26,3.33333333333333,3.08333333333333,3.46212121212121,3.26515151515152,3.26515151515152,66
"Lift Bridge Brewery",18563,"[""Crosscut Pale Ale"",""MN Tan"",""Commander"",""Biscotti"",""Hop Prop IPA"",""Farm Girl Saison"",""Chestnut Hill"",""Harvester Fresh Hop Pale""]","[""46564"",""50635"",""75474"",""47231"",""69316"",""46562"",""54840"",""46251""]",8,3.79285714285714,3.64047619047619,3.63333333333333,3.61904761904762,3.66428571428571,210
"Lighthouse Brewing Company",2385,"[""Keepers Stout"",""Race Rocks Ale"",""Navigator Doppelbock"",""Lighthouse Lager"",""Beacon India Pale Ale"",""Overboard Imperial Pilsner"",""Deckhand Belgian Saison"",""Uncharted Belgian IPA"",""Winter Ale Seasonal"",""Shipwrecked Triple IPA""]","[""5991"",""5989"",""64290"",""22576"",""5990"",""68951"",""65753"",""73196"",""54567"",""62654""]",10,3.89316239316239,3.79487179487179,3.92735042735043,3.82905982905983,3.88888888888889,117
"Lightning Brewery",12351,"[""Thunderweizen"",""American Amber Ale"",""Black Lightning Porter"",""Fulminator Lager"",""Elemental Pilsener"",""Electrostatic"",""Old Tempest"",""Ionizer Lager"",""Berliner Weiss""]","[""33361"",""33362"",""35168"",""35786"",""31141"",""45480"",""38490"",""43639"",""72581""]",9,3.57894736842105,3.52302631578947,3.80263157894737,3.61842105263158,3.59210526315789,152
"Limestone Brewing Company",19235,"[""Wheatlander Hefe-weizen"",""Indian Boundary Ale"",""Dolomite Oatmeal Stout"",""Maple Stout"",""Flying Pig Imperial IPA""]","[""55008"",""56568"",""56569"",""64794"",""56570""]",5,4.12,4.02,4.12,3.98,3.92,25
"Lion Brewery, Inc.",150,"[""Stegmaier Gold"",""Stegmaier 1857"",""Lionshead Pilsner"",""Pocono Pale Ale"",""Pocono Caramel Porter"",""King Cool Light"",""Stegmaier White Ale"",""Lemp St. Louis Lager"",""Pocono Light"",""Stegmaier Porter"",""Stegmaier Amber Lager"",""Stegmaier Pale Ale"",""Gibbons"",""Stegmaier Winter Warmer"",""Stegmaier 100th Anniversary IPA"",""Knights Head Pale Ale"",""Pocono Black And Tan"",""Stegmaier Oktoberfest"",""Liebotschaner Cream Ale"",""Stegmaier Pumpkin Ale"",""Brubaker"",""Stegmaier Summer Stock Lager"",""Pocono Lager"",""Pocono Blonde Ale"",""Stegmaier Summer Stock Pils"",""Stegmaier Brewhouse Bock"",""Stegmaier Holiday Warmer"",""Pocono Amber Ale"",""Stegmaier IPA"",""Knights Head Lager"",""Lionshead Light""]","[""2089"",""2088"",""5412"",""12601"",""75"",""55051"",""59547"",""15890"",""6256"",""1495"",""47413"",""58494"",""20903"",""64030"",""26026"",""40626"",""12065"",""32645"",""2090"",""72670"",""2125"",""30197"",""2084"",""24263"",""61444"",""28396"",""34109"",""24079"",""58313"",""41606"",""24363""]",31,3.59086078639745,3.28055260361318,3.46386822529224,3.35334750265675,3.35281615302869,941
"Listermann Brewing Supply & Mfg",3474,"[""Cincinnatus 2011"",""Cincinnatus 2009"",""Listermann's Enter The Beagle India Pale Ale"",""186,000 MPS"",""Listermann Wild Mild"",""Friar Bacon Smoked Bock"",""No 42 Cream Ale"",""Stout""]","[""76360"",""65504"",""51295"",""49633"",""46107"",""59656"",""48171"",""57486""]",8,3.92276422764228,3.8739837398374,3.82113821138211,3.72357723577236,3.91463414634146,123
"Little Apple Brewing Company",1112,"[""Bison Brown Ale"",""XXX Black Angus Stout"",""Riley's Red Ale"",""Prairie Pale Ale"",""Wildcat Wheat"",""Marzen""]","[""8741"",""3357"",""3520"",""3290"",""3491"",""3298""]",6,3.75,3.475,3.65,3.575,3.5625,40
"Little Creatures Brewing Company",744,"[""Little Creatures Pale Ale"",""The Dreadnought"",""Little Creatures Marzen"",""Single Batch India Pale Ale"",""Little Creatures Original Pilsner"",""Little Creatures Pilsener"",""Little Creatures Brown Ale"",""The Big Dipper"",""Rogers Beer"",""Little Creatures Bright Ale"",""Little Creatures East Kent Goldings Ale"",""Little Creatures Oatmeal Stout""]","[""3327"",""72204"",""68129"",""57028"",""56099"",""19650"",""59681"",""74333"",""5772"",""30387"",""66093"",""61629""]",12,3.83787878787879,3.6530303030303,3.71818181818182,3.60909090909091,3.72727272727273,330
"Little Yeoman Brewery",14179,"[""Cream Ale"",""Porter"",""India Pale Ale"",""Stout"",""Pale Ale""]","[""31638"",""31444"",""31442"",""32062"",""31446""]",5,4.03571428571429,3.67857142857143,3.82142857142857,3.64285714285714,3.92857142857143,14
"Little Yeoman Brewing Company (DUPLICATE)",5379,"[""Little Yeoman Stout"",""Pale Ale"",""Little Yeoman Porter"",""Raspberry Stout"",""Cream Ale"",""Raspberry Cream Ale""]","[""21863"",""24933"",""22384"",""23745"",""22479"",""22480""]",6,4.15789473684211,3.94736842105263,3.92105263157895,3.84210526315789,3.92105263157895,19
"Live Oak Brewing Company",383,"[""Live Oak Pilz"",""Live Oak Oaktoberfest"",""Live Oak HefeWeizen"",""Live Oak Liberation Ale"",""Old Tree Hugger Barleywine"",""Live Oak IPA"",""Live Oak Primus Weizenbock"",""Live Oak Big Bark Amber Lager"",""Live Oak Roggenbier"",""Live Oak Pale Ale""]","[""1061"",""1063"",""1062"",""13563"",""34204"",""52779"",""46105"",""9629"",""69904"",""1064""]",10,4.31389365351629,4.13207547169811,4.10120068610635,4.10720411663808,4.20840480274443,583
"Lobethal Bierhaus",16524,"[""Chocolate Oatmeal Stout"",""Red Truck Porter"",""Bohemian Pilsner"",""Hefeweizen"",""Pale Ale"",""Christmas Ale"",""India Pale Al""]","[""53884"",""49455"",""49458"",""49457"",""49459"",""67513"",""49456""]",7,3.63793103448276,3.74137931034483,3.60344827586207,3.44827586206897,3.51724137931034,29
"Lodi Beer Company",11466,"[""Doppelbock"",""Christmas Ale"",""Belgian Brown Ale"",""Framboise"",""Summer Wheat"",""Eisbock"",""Bohemian Pilsner""]","[""65032"",""65035"",""65033"",""42154"",""71077"",""42155"",""73921""]",7,3.875,3.58333333333333,3.70833333333333,3.95833333333333,4,12
"Lonerider Brewing",19126,"[""DeadEye Jack"",""Peacemaker Pale Ale"",""Sweet Josie Brown Ale"",""Shotgun Betty"",""Grave Robber""]","[""47303"",""54903"",""49646"",""47302"",""62173""]",5,3.97237569060773,3.75138121546961,3.87845303867403,3.79834254143646,3.90331491712707,181
"Long Ireland Beer Company",20345,"[""Celtic Ale"",""Breakfast Stout"",""Pale Ale"",""Belgian Strong Ale"",""Black Friday"",""Raspberry Wheat""]","[""50398"",""56106"",""58764"",""67352"",""76157"",""50412""]",6,3.96969696969697,3.66666666666667,3.78787878787879,3.8030303030303,3.8030303030303,33
