"beer_name","beer_id","brewery_name","brewery_id","beer_style","beer_abv","mean_overall","mean_aroma","mean_appearance","mean_palate","mean_taste","n_reviews","beer_tag"
"Michelob Celebrate Vanilla Oak",27004,"Anheuser-Busch",29,"American Pale Lager",10,2.4954128440367,3.21559633027523,3.22935779816514,2.80275229357798,2.68348623853211,109,"Lager"
"Michelob DunkelWeisse",43929,"Anheuser-Busch",29,"Dunkelweizen",5.5,3.66734693877551,3.61224489795918,3.59387755102041,3.39591836734694,3.57142857142857,245,"Wheat Beer"
"Michelob Ginger Wheat",57410,"Anheuser-Busch",29,"American Pale Wheat Ale",5.2,3.5,3.28571428571429,3.45238095238095,3.35714285714286,3.4047619047619,21,"Wheat Beer"
"Michelob Golden Draft",2682,"Anheuser-Busch",29,"American Adjunct Lager",4.7,3.04838709677419,2.70967741935484,2.70967741935484,2.95161290322581,2.82258064516129,31,"Lager"
"Michelob Golden Draft Light",2639,"Anheuser-Busch",29,"Light Lager",4.1,2.66091954022989,2.02873563218391,2.35057471264368,2.2816091954023,2.22413793103448,87,"Lager"
"Michelob Hefeweizen",2193,"Anheuser-Busch",29,"American Pale Wheat Ale",NA,2.75,2.5375,3.0375,2.6375,2.425,40,"Wheat Beer"
"Michelob Honey Lager",2417,"Anheuser-Busch",29,"American Amber / Red Lager",4.9,2.54140127388535,2.56050955414013,3.09235668789809,2.71337579617834,2.55095541401274,157,"Lager"
"Michelob Honey Wheat Ale",49085,"Anheuser-Busch",29,"American Pale Wheat Ale",5.6,2.85869565217391,2.95652173913043,2.89130434782609,2.91304347826087,2.90217391304348,46,"Wheat Beer"
"Michelob Hop Hound Amber Wheat",47290,"Anheuser-Busch",29,"American Pale Wheat Ale",5.3,3.22405660377358,2.92688679245283,3.42452830188679,3.05188679245283,2.99056603773585,212,"Wheat Beer"
"Michelob Irish Red",44802,"Anheuser-Busch",29,"Irish Red Ale",5.7,3.46218487394958,3.39495798319328,3.65126050420168,3.2563025210084,3.33613445378151,119,"Other"
"Michelob Light",1253,"Anheuser-Busch",29,"Light Lager",4.3,2.70833333333333,2.20098039215686,2.45833333333333,2.36764705882353,2.35539215686275,204,"Lager"
"Michelob Marzen",2209,"Anheuser-Busch",29,"Märzen / Oktoberfest",5.1,3.22489082969432,2.81222707423581,3.22052401746725,3.05021834061135,2.92794759825327,229,"Other"
"Michelob Pale Ale",327,"Anheuser-Busch",29,"English Pale Ale",5.5,3.29545454545455,3.03030303030303,3.44886363636364,3.09090909090909,3.05871212121212,264,"Pale Ale"
"Michelob Porter",31731,"Anheuser-Busch",29,"American Porter",5.9,3.58823529411765,3.32525951557093,3.6522491349481,3.28546712802768,3.3961937716263,289,"Porter"
"Michelob Pumpkin Spice Ale",36025,"Anheuser-Busch",29,"Pumpkin Ale",5.5,2.79166666666667,3.08333333333333,3.25,2.75,2.83333333333333,12,"Other"
"Michelob Rye P.A.",52776,"Anheuser-Busch",29,"American IPA",5.9,3.71818181818182,3.44545454545455,3.85454545454545,3.59090909090909,3.58181818181818,55,"IPA"
"Michelob Ultra",3734,"Anheuser-Busch",29,"Light Lager",4.2,2.15965583173996,1.68451242829828,1.82791586998088,1.80305927342256,1.69502868068834,523,"Lager"
"Michelob Ultra Amber",28001,"Anheuser-Busch",29,"Light Lager",4.2,2.72292993630573,2.34394904458599,2.78662420382166,2.35031847133758,2.40445859872611,157,"Lager"
"Michelob Ultra Dragon Fruit Peach",57440,"Anheuser-Busch",29,"Light Lager",4,1.97058823529412,2.38235294117647,2.29411764705882,2.11764705882353,2.02941176470588,17,"Lager"
"Michelob Ultra Lime Cactus",36812,"Anheuser-Busch",29,"Light Lager",4.2,2.6978021978022,2.43406593406593,2.38461538461538,2.29120879120879,2.35714285714286,91,"Lager"
"Michelob Ultra Pomegranate Raspberry",36327,"Anheuser-Busch",29,"Light Lager",4.2,2.28977272727273,2.35795454545455,2.28409090909091,2.09090909090909,2.09659090909091,88,"Lager"
"Michelob Ultra Tuscan Orange Grapefruit",36811,"Anheuser-Busch",29,"Light Lager",4.2,2.3695652173913,2.30434782608696,2.28260869565217,2.06521739130435,2.19565217391304,46,"Lager"
"Michigan Brewing Barrel Aged Russian Imperial Stout",35703,"Michigan Brewing Company",565,"Russian Imperial Stout",NA,4.07692307692308,4.23076923076923,3.69230769230769,3.65384615384615,4.53846153846154,13,"Stout"
"Michigan Brewing Bavarian Dark",9076,"Michigan Brewing Company",565,"Munich Dunkel Lager",5,3.9375,3.8125,3.875,3.5625,3.8125,8,"Lager"
"Michigan Brewing Big League Brew",14500,"Michigan Brewing Company",565,"Extra Special / Strong Bitter (ESB)",4.4,3.61764705882353,3.52941176470588,3.73529411764706,3.47058823529412,3.5,17,"Other"
"Michigan Brewing Big Mac Beer",30193,"Michigan Brewing Company",565,"Dortmunder / Export Lager",NA,3.5,3.31818181818182,3.5,3.27272727272727,3.13636363636364,11,"Lager"
"Michigan Brewing Hamtramck Beer",3759,"Michigan Brewing Company",565,"American Adjunct Lager",NA,3.34375,2.96875,2.90625,2.9375,3,16,"Lager"
"Michigan Brewing High Seas India Pale Ale",1505,"Michigan Brewing Company",565,"American IPA",7.2,3.79190751445087,3.80924855491329,3.89017341040462,3.77456647398844,3.82080924855491,173,"IPA"
"Michigan Brewing HopHead Switch",34061,"Michigan Brewing Company",565,"American Double / Imperial IPA",10.5,3.9,4.4,3.9,3.7,4.1,5,"IPA"
"Michigan Brewing Imperial IPA",38947,"Michigan Brewing Company",565,"American Double / Imperial IPA",10.2,4,4.07142857142857,4.14285714285714,4.14285714285714,4.14285714285714,7,"IPA"
"Michigan Brewing Mackinac Pale Ale",4552,"Michigan Brewing Company",565,"American Pale Ale (APA)",5,3.54268292682927,3.28658536585366,3.73780487804878,3.52439024390244,3.41463414634146,82,"Pale Ale"
"Michigan Brewing Majestic Nut Brown Ale",2060,"Michigan Brewing Company",565,"English Brown Ale",5,3.76506024096386,3.66867469879518,3.80120481927711,3.66265060240964,3.66867469879518,83,"Other"
"Michigan Brewing No Disput'n Putin Russian Imperia",8606,"Michigan Brewing Company",565,"Russian Imperial Stout",12,3.57142857142857,3.57142857142857,4.07142857142857,4,3.78571428571429,7,"Stout"
"Michigan Brewing Peninsula Porter",4473,"Michigan Brewing Company",565,"American Porter",5.5,3.70833333333333,3.625,3.8,3.58333333333333,3.63333333333333,60,"Porter"
"Michigan Brewing Poor Richard",27899,"Michigan Brewing Company",565,"Scottish Ale",6.5,3.9,3.8,4.1,3.9,4,5,"Other"
"Michigan Brewing Russian Imperial Stout",32227,"Michigan Brewing Company",565,"Russian Imperial Stout",12.9,4.06818181818182,4.02272727272727,3.93181818181818,4.13636363636364,4.11363636363636,22,"Stout"
"Michigan Brewing Screamin' Pumpkin Spiced Ale",12988,"Michigan Brewing Company",565,"Pumpkin Ale",NA,3.80392156862745,4.07843137254902,3.83333333333333,3.62254901960784,3.86764705882353,102,"Other"
"Michigan Brewing Sunset Amber",3640,"Michigan Brewing Company",565,"Vienna Lager",5,3.72448979591837,3.45918367346939,3.74489795918367,3.59183673469388,3.60204081632653,49,"Lager"
"Michigan Brewing Superior Stout",4474,"Michigan Brewing Company",565,"American Stout",5.5,3.61904761904762,3.61111111111111,3.8015873015873,3.38095238095238,3.57936507936508,63,"Stout"
"Michigan Brewing Tripel",5396,"Michigan Brewing Company",565,"Tripel",9,4.08333333333333,3.91666666666667,4,4.08333333333333,4,6,"Belgian"
"Michigan Brewing Wheatland",3832,"Michigan Brewing Company",565,"Hefeweizen",5,3.64634146341463,3.42682926829268,3.36585365853659,3.57317073170732,3.42682926829268,41,"Wheat Beer"
"Michigan Brewing Winter Warmer",34858,"Michigan Brewing Company",565,"Winter Warmer",8.1,3.6,3.6,4.1,3.7,3.5,5,"Other"
"Michigan Lager",47655,"Atwater Block Brewery",15280,"Vienna Lager",5,3.46153846153846,3.15384615384615,3.30769230769231,3.42307692307692,3.30769230769231,13,"Lager"
"Mick's Red",2095,"Labatt Brewing Company Ltd.",478,"American Amber / Red Lager",NA,2.90909090909091,2.5,3.45454545454545,2.72727272727273,2.77272727272727,11,"Lager"
"Mick Jaggery English IPA",56808,"Flossmoor Station Restaurant & Brewery",612,"English India Pale Ale (IPA)",7.5,3.91666666666667,3.5,3.70833333333333,3.95833333333333,3.83333333333333,12,"IPA"
"Mickey's",810,"Miller Brewing Co.",105,"American Malt Liquor",5.6,2.99825174825175,2.43531468531469,2.77272727272727,2.75699300699301,2.73076923076923,286,"Other"
"Mickey's Ice",4633,"Miller Brewing Co.",105,"American Adjunct Lager",5.8,2.93023255813953,2.2093023255814,2.65116279069767,2.65116279069767,2.52325581395349,43,"Lager"
"Mickey Finn's Amber Ale",33782,"Mickey Finn's Brewery",3925,"American Amber / Red Ale",5.6,3.71875,3.46875,3.96875,3.53125,3.53125,16,"Other"
"Micks Smoked Stout",42721,"The Vermont Pub & Brewery",860,"Smoked Beer",NA,4,4,4.25,3.91666666666667,4.08333333333333,6,"Other"
"Micro-Light Ale",26389,"Sprecher Brewing Company",144,"American Blonde Ale",4.16,3.52777777777778,2.91666666666667,3.27777777777778,3.19444444444444,2.94444444444444,18,"Other"
"Mid Mountain Mild Ale",67269,"Epic Brewing Co.",22893,"English Pale Mild Ale",5,3.45833333333333,3.45833333333333,3.33333333333333,3.83333333333333,3.45833333333333,12,"Other"
"Mid Winter Imperial Stout",21915,"John Harvard's Brewery & Ale House",1548,"Russian Imperial Stout",NA,4.25,4.1875,4.375,4.1875,4.3125,8,"Stout"
"Midas Touch Golden Elixir",1587,"Dogfish Head Brewery",10099,"Herbed / Spiced Beer",9,3.56140963014655,3.74842986741103,3.7009769713887,3.72330774598744,3.7923935799023,1433,"Other"
"Midas Touchstone",72807,"Dogfish Head Brewery",10099,"American Wild Ale",7.7,4.4,4.4,4.3,4,4.5,5,"Other"
"Middle Ages Double Wit",43976,"Middle Ages Brewing Co., Ltd.",103,"Herbed / Spiced Beer",9.5,3.5625,3.875,3.8125,3.9375,3.625,8,"Other"
"Middle Ages Pale Ale",33451,"Middle Ages Brewing Co., Ltd.",103,"American Pale Ale (APA)",5.2,4.0625,4.125,4,3.875,4.125,8,"Pale Ale"
"Middle Of Nowhere Stout",68655,"Jackie O's Pub & Brewery",1432,"American Stout",7,4.5,4.41666666666667,4.5,4.41666666666667,4.5,6,"Stout"
"Middleworld Brown Ale",22139,"Heinzelmännchen Brewery",9793,"English Brown Ale",5,3.22727272727273,3.36363636363636,3.45454545454545,3,2.95454545454545,11,"Other"
"Midnight Express",61961,"Hub City Brewing Company",16533,"Russian Imperial Stout",9.7,2.91666666666667,3.58333333333333,3.83333333333333,3.45833333333333,3.33333333333333,12,"Stout"
"Midnight Expression",41609,"Port Brewing Company / Pizza Port",5318,"Schwarzbier",5,4.04228855721393,3.93034825870647,4.00248756218905,3.8955223880597,3.9228855721393,201,"Other"
"Midnight Howler Coffee Stout",23026,"Minneapolis Town Hall Brewery",1177,"American Stout",5.5,4.25,4.42857142857143,4.32142857142857,4.03571428571429,4.35714285714286,14,"Stout"
"Midnight Madness Smoked Porter",9093,"Rock Art Brewery",1805,"American Porter",NA,3.60227272727273,3.64772727272727,3.65909090909091,3.44318181818182,3.65909090909091,44,"Porter"
"Midnight Munich Lager",1985,"Watch City Brewing Co.",211,"Munich Dunkel Lager",5.3,4.08333333333333,3.75,3.83333333333333,3.83333333333333,4.08333333333333,6,"Lager"
"Midnight Oil Stout",56674,"Swamp Head Brewery & Tasting Room",21154,"American Stout",5,3.81666666666667,3.98333333333333,4,3.65,3.8,30,"Stout"
"Midnight Pass Porter",28650,"Sarasota Brewing Company",1618,"American Porter",6.5,3.75,3.58333333333333,3.83333333333333,3.25,4,6,"Porter"
"Midnight Porter",39613,"Falls Brewing Company",12252,"English Porter",NA,3.41666666666667,3.48611111111111,3.81944444444444,3.20833333333333,3.41666666666667,36,"Porter"
"Midnight Project #3 Oxymoron",61369,"Left Hand Brewing Company",418,"American Double / Imperial Pilsner",7.2,3.5241935483871,3.54032258064516,3.93548387096774,3.5241935483871,3.51612903225806,62,"Pilsner"
"Midnight Run India Black Ale IBA",52337,"Speakeasy Ales & Lagers",559,"American Black Ale",8.5,3.95,3.8,4.2,3.65,4.05,10,"Other"
"Midnight Special India-Style Black Ale",67545,"Jailhouse Brewing Company",21635,"American Black Ale",10,4.11111111111111,4.05555555555556,4.19444444444444,4.13888888888889,4.11111111111111,18,"Other"
"Midnight Sun",43168,"Williams Brothers Brewing Company",12142,"English Porter",5.6,3.86,3.87,4.05,3.89,3.98,50,"Porter"
"Midnight Sun Espresso Stout",17085,"Yukon Brewing Company",4701,"American Stout",6.2,3.87037037037037,3.88888888888889,3.89814814814815,3.65740740740741,3.90740740740741,54,"Stout"
"Midnight Wit",29016,"Legacy Brewing Co.",7773,"Witbier",4.9,3.765625,3.5546875,3.515625,3.609375,3.6015625,64,"Other"
"Midtown Brown",25030,"Red Oak Brewery",2951,"American Brown Ale",NA,3.66666666666667,3.66666666666667,3.75,3.66666666666667,3.75,6,"Other"
"Midvinternattens Mörker MNM",46068,"Sigtuna Brygghus",14439,"Winter Warmer",6.2,3.25,3.33333333333333,3.58333333333333,3.33333333333333,3.41666666666667,6,"Other"
"Midway IPA",15696,"Goose Island Beer Co.",1549,"American IPA",6,4.10344827586207,3.77586206896552,4.01724137931035,4.08620689655172,3.86206896551724,29,"IPA"
"Midwest IPA",5997,"Back Road Brewery",668,"American IPA",7.2,3.125,3.41666666666667,3.58333333333333,3.39583333333333,3.10416666666667,24,"IPA"
"Mighty Arrow Pale Ale",40418,"New Belgium Brewing",192,"American Pale Ale (APA)",6,3.95569620253165,3.85189873417722,3.92278481012658,3.74050632911392,3.80632911392405,395,"Pale Ale"
"Mighty Brown (471 Series)",27938,"Breckenridge Brewery",2137,"American Brown Ale",7.5,3.64285714285714,3.68571428571429,3.68571428571429,3.67142857142857,3.68571428571429,35,"Other"
"Mikate",50687,"Sociedade Central de Cervejas",301,"Euro Pale Lager",4.7,2.8,2.4,2.9,2.6,2.6,5,"Lager"
"Mike",62873,"Weyerbacher Brewing Co.",392,"Dubbel",7.6,3.75,3.85416666666667,3.89583333333333,3.6875,3.66666666666667,24,"Belgian"
"Mike Duggan #03 German Pilsner",54791,"Duggan's Brewery",21336,"German Pilsener",4.7,4.28571428571429,4.14285714285714,4.07142857142857,4.07142857142857,4.14285714285714,7,"Pilsner"
"Mike Duggan #05 Asian Lager",54806,"Duggan's Brewery",21336,"Japanese Rice Lager",4,4.6,3.7,3.9,4.25,4.2,10,"Lager"
"Mike Duggan #07 Stout",53838,"Duggan's Brewery",21336,"Irish Dry Stout",4.9,3.86363636363636,3.63636363636364,4.04545454545455,3.59090909090909,3.45454545454545,11,"Stout"
"Mike Duggan #08 London Porter",54792,"Duggan's Brewery",21336,"English Porter",5.7,3.92857142857143,3.92857142857143,3.92857142857143,4,3.85714285714286,7,"Porter"
"Mike Duggan #09 IPA",48949,"Duggan's Brewery",21336,"American IPA",6.2,3.83783783783784,3.63513513513514,3.95945945945946,3.68918918918919,3.68918918918919,37,"IPA"
"Mike Duggan #10 Triple",54793,"Duggan's Brewery",21336,"Tripel",9.9,3.5,3.8,3.9,3.7,3.6,5,"Belgian"
"Mike Duggan #13 Weissbier",54805,"Duggan's Brewery",21336,"Hefeweizen",5.7,3.9375,3.8125,3.8125,3.6875,3.6875,8,"Wheat Beer"
"Mike Duggan #17 Czech Pilsener",55665,"Duggan's Brewery",21336,"Czech Pilsener",4.2,4.25,4.16666666666667,4,3.91666666666667,4.08333333333333,6,"Pilsner"
"Mike Duggan #19 Maibock",58356,"Duggan's Brewery",21336,"Maibock / Helles Bock",6.6,3.83333333333333,3.58333333333333,3.83333333333333,3.83333333333333,3.66666666666667,6,"Other"
"Mike Duggan #24 Altbier",58137,"Duggan's Brewery",21336,"Altbier",5,3.7,3.2,3.7,3.3,3.6,5,"Other"
"Mike Duggan #99 (#18) Double IPA",59603,"Duggan's Brewery",21336,"American Double / Imperial IPA",7.2,3.85714285714286,3.42857142857143,3.78571428571429,3.78571428571429,3.71428571428571,7,"IPA"
"Mikkel & Menno",57575,"Brouwerij De Molen",11031,"Weizenbock",7.2,3.88235294117647,3.94117647058824,4.23529411764706,3.70588235294118,3.79411764705882,17,"Other"
"Mikkels Monster",48239,"Nørrebro Bryghus",8264,"English Barleywine",13,4.11111111111111,4.11111111111111,4.11111111111111,4.22222222222222,4.22222222222222,9,"Other"
"Milady",24112,"Les Trois Mousquetaires",11056,"Kristalweizen",5,3.66666666666667,3.55555555555556,3.38888888888889,3.16666666666667,3.5,9,"Wheat Beer"
"Mild",73470,"Granite Brewery & Restaurant",816,"English Dark Mild Ale",3.8,4.04237288135593,3.66101694915254,3.77118644067797,3.60169491525424,3.77966101694915,59,"Other"
"Mild Ale",9668,"Southern Tier Brewing Company",3818,"English Pale Mild Ale",4.8,4.09210526315789,3.61842105263158,3.75,3.80263157894737,3.80263157894737,38,"Other"
"Mild Brown Ale",9586,"C'est What?",1052,"English Brown Ale",3.3,4,3.33333333333333,3.88888888888889,3.77777777777778,3.66666666666667,9,"Other"
"Mild Mannered",66376,"Goose Island Beer Co.",1549,"English Pale Mild Ale",4,4.25,3.83333333333333,4.08333333333333,3.66666666666667,3.33333333333333,6,"Other"
"Mild Winter",44377,"Goose Island Beer Co.",1549,"Rye Beer",5.6,3.95847750865052,3.6522491349481,3.92041522491349,3.81314878892734,3.84602076124567,289,"Other"
"Mildura Desert Premium",26596,"Mildura Theatre Brewery Pty Ltd",12319,"American Adjunct Lager",4.5,3,2.65384615384615,3.19230769230769,3,2.92307692307692,13,"Lager"
"Mile HI.P.A.",48157,"Wynkoop Brewing Company",986,"American IPA",6.5,3.75,3.85,3.9,3.7,3.8,10,"IPA"
"Miles Davis' Bitches Brew",59151,"Dogfish Head Brewery",10099,"Russian Imperial Stout",9,4.1247947454844,4.03448275862069,4.24384236453202,4.07142857142857,4.14778325123153,609,"Stout"
"Milk Chocolate Stout",48234,"Grand Rapids Brewing Co",1297,"Milk / Sweet Stout",NA,4.03333333333333,3.93333333333333,3.96666666666667,3.9,3.93333333333333,15,"Stout"
"Milk Stout",69706,"The Vermont Pub & Brewery",860,"Milk / Sweet Stout",NA,3.93112244897959,3.83333333333333,3.89795918367347,3.79931972789116,3.90901360544218,588,"Stout"
"Milky Way Stout",36593,"Flossmoor Station Restaurant & Brewery",612,"Milk / Sweet Stout",4.1,3.97058823529412,3.94117647058824,3.88235294117647,3.94117647058824,3.97058823529412,17,"Stout"
"Mill Gap Bitter",64654,"Neustadt Springs Brewery",4028,"English Bitter",3.7,4,3.71428571428571,3.71428571428571,3.35714285714286,3.71428571428571,7,"Other"
"Mill Race Mild",38676,"Grand River Brewing",16304,"English Dark Mild Ale",3.5,4.2027027027027,3.7972972972973,3.90540540540541,3.7972972972973,3.89189189189189,37,"Other"
"Mill Street Barley Wine",40201,"Mill Street Brew Pub",3760,"English Barleywine",10,3.5375,3.75,3.8375,3.7625,3.5875,40,"Other"
"Mill Street Barley Wine (2004-2005)",21179,"Mill Street Brew Pub",3760,"English Barleywine",10,3.83928571428571,3.85714285714286,3.71428571428571,3.96428571428571,4.05357142857143,28,"Other"
"Mill Street Betelgeuse",46959,"Mill Street Brew Pub",3760,"Tripel",8,3.35714285714286,3.42857142857143,3.21428571428571,3.35714285714286,3.35714285714286,28,"Belgian"
"Mill Street Black Watch",48695,"Mill Street Brew Pub",3760,"Scotch Ale / Wee Heavy",5.1,3.75,3.66666666666667,3.91666666666667,3.5,3.66666666666667,6,"Other"
"Mill Street Cobblestone Stout",33464,"Mill Street Brew Pub",3760,"English Stout",4.2,3.98148148148148,3.85185185185185,4.2962962962963,3.96296296296296,3.88888888888889,27,"Stout"
"Mill Street Coffee Porter",9781,"Mill Street Brew Pub",3760,"American Porter",5.5,3.74528301886792,3.76729559748428,3.92138364779874,3.58490566037736,3.80817610062893,159,"Porter"
"Mill Street Distillery Ale",36213,"Mill Street Brew Pub",3760,"English Brown Ale",NA,3.9,3.5,4,3.6,3.6,5,"Other"
"Mill Street ESB",33558,"Mill Street Brew Pub",3760,"Extra Special / Strong Bitter (ESB)",4.5,3.78260869565217,3.45652173913043,3.58695652173913,3.58695652173913,3.5,23,"Other"
"Mill Street Franconian Bock",68309,"Mill Street Brew Pub",3760,"Doppelbock",7.7,3.42307692307692,3.46153846153846,3.5,3.26923076923077,3.5,13,"Other"
"Mill Street Ginger Beer",63133,"Mill Street Brew Pub",3760,"Herbed / Spiced Beer",5,3.66666666666667,3.7,3.36666666666667,3.7,3.63333333333333,15,"Other"
"Mill Street Helles Bock",16013,"Mill Street Brew Pub",3760,"Maibock / Helles Bock",7,3.70833333333333,3.54166666666667,3.60416666666667,3.52083333333333,3.75,24,"Other"
"Mill Street Imperial Chocolate Stout",56078,"Mill Street Brew Pub",3760,"American Double / Imperial Stout",7.5,3.61111111111111,3.66666666666667,3.83333333333333,3.44444444444444,3.72222222222222,9,"Stout"
"Mill Street IPA",33481,"Mill Street Brew Pub",3760,"American IPA",6.1,3.58333333333333,3.44444444444444,3.55555555555556,3.44444444444444,3.33333333333333,18,"IPA"
"Mill Street Lemon Tea Ale",49872,"Mill Street Brew Pub",3760,"Herbed / Spiced Beer",4.9,3.63333333333333,3.50833333333333,3.38333333333333,3.51666666666667,3.43333333333333,60,"Other"
"Mill Street Milk Stout",48710,"Mill Street Brew Pub",3760,"Milk / Sweet Stout",4.9,4,3.9,4.2,3.6,3.7,5,"Stout"
"Mill Street Oktoberfest Lager",14380,"Mill Street Brew Pub",3760,"Märzen / Oktoberfest",5.8,4.04545454545455,3.63636363636364,3.90909090909091,3.72727272727273,3.81818181818182,11,"Other"
"Mill Street Original Organic Lager",8205,"Mill Street Brew Pub",3760,"American Pale Lager",4.2,3.44444444444444,2.91975308641975,3.15432098765432,3.25308641975309,3.11728395061728,81,"Lager"
"Mill Street Pilsner",18997,"Mill Street Brew Pub",3760,"Czech Pilsener",5.2,3.81896551724138,3.6551724137931,3.68965517241379,3.70689655172414,3.69827586206897,58,"Pilsner"
"Mill Street Raspberry Ale (Frambozen)",35107,"Mill Street Brew Pub",3760,"Fruit / Vegetable Beer",5,3.4375,3.5625,3.3125,3.5,3.4375,8,"Other"
"Mill Street Schleimhammer Roggenbier",54198,"Mill Street Brew Pub",3760,"Roggenbier",5.2,3.91176470588235,3.76470588235294,3.79411764705882,3.67647058823529,3.80882352941176,34,"Other"
"Mill Street Sparkling Ale",15733,"Mill Street Brew Pub",3760,"American Blonde Ale",4.7,3.61111111111111,3.27777777777778,3.66666666666667,3.72222222222222,3.38888888888889,9,"Other"
"Mill Street Stock Ale",24454,"Mill Street Brew Pub",3760,"American Blonde Ale",5,3.35810810810811,2.87837837837838,2.97972972972973,3.10810810810811,3.02702702702703,74,"Other"
"Mill Street Tankhouse Ale",10365,"Mill Street Brew Pub",3760,"American Pale Ale (APA)",5.2,3.92397660818713,3.74853801169591,3.87719298245614,3.74269005847953,3.82163742690058,171,"Pale Ale"
"Mill Street Vanilla Porter",54697,"Mill Street Brew Pub",3760,"English Porter",5,3.2,3.3,3.85,3.5,3.1,10,"Porter"
"Mill Street Wit",24792,"Mill Street Brew Pub",3760,"Witbier",5,3.83333333333333,3.67901234567901,3.53703703703704,3.65432098765432,3.64814814814815,81,"Other"
"Millenium Tripel",25702,"Rock Bottom Restaurant & Brewery",1550,"Tripel",11,3.90625,3.796875,3.703125,3.59375,3.828125,32,"Belgian"
"Millennium Buzz",18887,"Cool Beer Brewing Co.",3255,"Herbed / Spiced Beer",5,3.21428571428571,3.08928571428571,3.58928571428571,3.07142857142857,3.125,28,"Other"
"Millennium Lager",15613,"Back Road Brewery",668,"American Adjunct Lager",5,3.875,3.5625,3.75,3.75,3.875,8,"Lager"
"Millennium Release Old Rasputin Imperial Stout",9022,"North Coast Brewing Co.",112,"Russian Imperial Stout",8.9,3.88888888888889,4.16666666666667,4,4.38888888888889,4.22222222222222,9,"Stout"
"Miller Beer (Red Label)",5587,"Miller Brewing Co.",105,"American Adjunct Lager",NA,3.25,2.66666666666667,2.66666666666667,3.08333333333333,3.08333333333333,6,"Lager"
"Miller Chill",35735,"Miller Brewing Co.",105,"Light Lager",4.1,2.28804347826087,2.0366847826087,2.36141304347826,2.21059782608696,2.02445652173913,368,"Lager"
"Miller Genuine Draft",2280,"Miller Brewing Co.",105,"American Adjunct Lager",4.66,2.66227347611203,2.12767710049423,2.57907742998353,2.43080724876442,2.29571663920923,607,"Lager"
"Miller Genuine Draft Light 64",43043,"Miller Brewing Co.",105,"Light Lager",2.8,2.60189573459716,2.01184834123223,2.37914691943128,2.15402843601896,2.00473933649289,211,"Lager"
"Miller Genuine Draft Light 64 Lemonade",68248,"Miller Brewing Co.",105,"Light Lager",2.8,2.09615384615385,2.28846153846154,2.57692307692308,2.07692307692308,2.09615384615385,26,"Lager"
"Miller High Life",580,"Miller Brewing Co.",105,"American Adjunct Lager",5,3.3625,2.48317307692308,2.96298076923077,2.86442307692308,2.88701923076923,1040,"Lager"
"Miller High Life Light",2295,"Miller Brewing Co.",105,"Light Lager",4.5,2.89303482587065,2.24875621890547,2.70149253731343,2.47512437810945,2.42786069651741,201,"Lager"
"Miller Lite",332,"Miller Brewing Co.",105,"Light Lager",4.17,2.7583179297597,2.00739371534196,2.34981515711645,2.26016635859519,2.20887245841035,1082,"Lager"
"Miller Lite Amber",40877,"Miller Brewing Co.",105,"American Amber / Red Ale",4.2,2.36363636363636,2.22727272727273,2.86363636363636,2.36363636363636,1.95454545454545,11,"Other"
"Miller Lite Blonde Ale",40883,"Miller Brewing Co.",105,"American Blonde Ale",4.2,2.6,2.5,3.05,2.45,2.5,10,"Other"
"Miller Lite Ice",2908,"Miller Brewing Co.",105,"Light Lager",5.5,2.17857142857143,1.82142857142857,2.14285714285714,2.21428571428571,1.92857142857143,14,"Lager"
"Miller Lite Wheat",40882,"Miller Brewing Co.",105,"American Pale Wheat Ale",4.2,2.625,2.5625,3.0625,2.5,2.4375,8,"Wheat Beer"
"Millstone Premium Lager",7526,"Niagara Brewing Company",617,"American Pale Lager",5,3.63333333333333,3.36666666666667,3.4,3.43333333333333,3.43333333333333,15,"Lager"
"Millstream 20th Anniversary Doppelbock",24641,"Millstream Brewing Company",107,"Doppelbock",6.2,3.71875,3.65625,3.625,3.5625,3.6875,16,"Other"
"Millstream 25th Anniversary Dopple Bock",58433,"Millstream Brewing Company",107,"Doppelbock",7,3.05,3.15,3.1,2.8,3.25,10,"Other"
"Millstream Back Road Stout",59382,"Millstream Brewing Company",107,"Oatmeal Stout",6.7,3.79615384615385,3.74615384615385,3.76538461538462,3.55769230769231,3.7,130,"Stout"
"Millstream Big Honey Hefe",69893,"Millstream Brewing Company",107,"Weizenbock",9.1,3.8,3.9,3.75,3.65,3.65,10,"Other"
"Millstream Dark Night",72241,"Millstream Brewing Company",107,"Belgian Strong Dark Ale",8.5,3.5625,3.6875,3.8125,3.875,3.75,8,"Belgian"
"Millstream Hop2 Double IPA",66210,"Millstream Brewing Company",107,"American Double / Imperial IPA",7.8,3.03333333333333,3,3.66666666666667,3.36666666666667,3.1,15,"IPA"
"Millstream Lager",335,"Millstream Brewing Company",107,"American Adjunct Lager",NA,3.94444444444444,3.5,3.61111111111111,3.61111111111111,3.83333333333333,9,"Lager"
"Millstream Oktoberfest",334,"Millstream Brewing Company",107,"Märzen / Oktoberfest",5.7,3.88541666666667,3.625,3.91666666666667,3.82291666666667,3.82291666666667,48,"Other"
"Millstream Pilsner Beer",5720,"Millstream Brewing Company",107,"German Pilsener",5,3.38157894736842,3.21052631578947,3.28947368421053,3.32894736842105,3.19736842105263,38,"Pilsner"
